"name","RAM"
"Oppo Joy R1001","2RAM"
"Nokia Asha 310","4RAM"
"Nokia Asha 308","4RAM"
"Nokia C3",
"Meizu 16","8RAM"
"Tambo S2440",
"Ziox Astra Young Pro","1RAM"
"Tecno i5 Pro","3RAM"
"iBall Aasaan3",
"Tecno Camon iClick","4RAM"
"Rocktel R1",
"Intex Aqua Lions X1","2RAM"
"Lava A77","1RAM"
"Karbonn K9 Smart 4G","1RAM"
"Lava A72","1RAM"
"LG Stylus 3","3RAM"
"Yu Yureka S","3RAM"
"Lenovo P70","2RAM"
"HTC Desire 616","1RAM"
"iKall K18",
"Karbonn Aura Note 2","2RAM"
"Lava KKT 34i","2RAM"
"Karbonn Aura Note 4G","2RAM"
"Microsoft Lumia 640 Dual Sim","1RAM"
"Lava KKT Jumbo",
"Swipe Marathon","1RAM"
"Zen Z16",
"Coolpad M3","4RAM"
"Aqua J1",
"Motorola C2 Plus","3RAM"
"Jivi N6060",
"Videocon Metal Pro 2","2RAM"
"Mtech Trendy Plus",
"Videocon Q1 V500K","2RAM"
"Micromax Canvas Unite 4 Plus","2RAM"
"LG X Cam","2RAM"
"Intex Aqua R4 Plus","6RAM"
"Google Pixel 3 Lite XL","4RAM"
"Sony Xperia XZ4 Compact","4RAM"
"Oukitel C12 Pro","2RAM"
"Lenovo K3 Note Music","2RAM"
"Jivi X93 Grand",
"ZTE Axon M","4RAM"
"Ulefone Armor X","2RAM"
"Xiaomi Redmi Note 5A (64GB)","4RAM"
"Nokia Lumia 1025","2RAM"
"Tambo A1820",
"Tambo S2830",
"Sirin Labs Solarin","4RAM"
"Blu Vivo 6","4RAM"
"Blackview A20 Pro","2RAM"
"Itel It1508","2RAM"
"Micromax Bolt Q383","2RAM"
"LYF Wind 6","1RAM"
"Vox DV 20","8RAM"
"LG Max","1RAM"
"Asus PadFone Mini PF400CG","1RAM"
"Karbonn K9 Mini",
"GreenBerry W1",
"Honor Holly 3 (3GB/32GB)","3RAM"
"Itel it1518","2RAM"
"Nokia Lumia 920","1RAM"
"BlackBerry Bold 3 9780","2RAM"
"Asus Zenfone C ZC451CG","1RAM"
"Intex Staari 10","3RAM"
"iKall K12",
"Micromax Joy X1800",
"Swipe Virtue","2RAM"
"Detel D1 Vibe",
"Itel it2161",
"Xolo Era 1X Pro","2RAM"
"InFocus F115",
"Micromax X707","2RAM"
"Elephone P9000","4RAM"
"Karbonn K99 Pro",
"Kult Impulse","3RAM"
"Intex Aqua Note 5.5","2RAM"
"Lava Iris X1 Atom S","2RAM"
"Motorola P40 Play","3RAM"
"ZTE Axon V","8RAM"
"Alcatel 1S","3RAM"
"Motorola G7 Play","2RAM"
"Samsung Galaxy A9 Pro 2018","6RAM"
"Samsung Galaxy A9 Star Pro","6RAM"
"Nubia Z18 Mini","6RAM"
"iVOOMi iV505","1RAM"
"Coolpad Note 3S","3RAM"
"Micromax X603",
"Panasonic P55 Novo 3GB","3RAM"
"Panasonic GD25c",
"Xiaomi R1","3RAM"
"Samsung Galaxy J3 Prime","5RAM"
"Haier I6","3RAM"
"Samsung Galaxy C8","3RAM"
"Xiaomi Mi 5X","4RAM"
"Xiaomi Redmi Note 6 Prime","4RAM"
"OKWU Pi Plus","3RAM"
"Oukitel K12","6RAM"
"Ulefone Armor 6E","4RAM"
"Umidigi A3 Pro","3RAM"
"Coolpad Mega 5C","1RAM"
"Xiaomi Redmi Pro","3RAM"
"Easyfone Udaan",
"Ivvo Beatz IV1805",
"Yuho Y2","1RAM"
"Honor Honor 6 Plus","3RAM"
"Itel A22","1RAM"
"Samsung G9198","2RAM"
"Tambo S2430",
"Tambo TA 3","1RAM"
"Karbonn Titanium Jumbo","2RAM"
"Huawei Mate 10","4RAM"
"Huawei P10 Plus","6RAM"
"Panasonic P71","1RAM"
"Itel It1512","1RAM"
"LG G Flex 2","2RAM"
"LG G2 32GB","2RAM"
"BlackBerry Z30","2RAM"
"Nokia 6700 Slide",
"Samsung Galaxy Folder","5RAM"
"Spice V801","3RAM"
"Nokia 2690",
"Swipe Elite Prime","1RAM"
"Panasonic P55 Novo 16GB","2RAM"
"Comio S1 Lite","2RAM"
"Lava A68","1RAM"
"Xolo A500 Club","2RAM"
"Panasonic Eluga I2 Activ 2GB RAM","2RAM"
"Lenovo Vibe X2","2RAM"
"Coolpad Note 5 Lite 32GB","3RAM"
"InFocus F210","2RAM"
"Kult Beyond","3RAM"
"Micromax Canvas Fire 5 Q386","1RAM"
"Xolo Black 1X","3RAM"
"Detel D1 Slim",
"Micromax X088 Plus",
"HTC One E9s Dual Sim","2RAM"
"Micromax Canvas Fire 2","1RAM"
"Good One Spark","1RAM"
"Micromax Bolt Supreme Q300","2RAM"
"Oppo A57","3RAM"
"Panasonic P99","2RAM"
"Karbonn K17 Rock",
"Panasonic Eluga Arc 2","3RAM"
"Intex Polo",
"Intex Neo V Plus FM",
"Micromax X970","6RAM"
"Karbonn A6 Turbo","2RAM"
"Karbonn Frames S9","2RAM"
"Jivi N3333",
"LYF Wind 3","2RAM"
"HTC Wildfire X","4RAM"
"LG G7 One","4RAM"
"Karbonn K7 Power",
"Intex Aqua Power IV","1RAM"
"Zopo Speed X","3RAM"
"Lava X41+","2RAM"
"Swipe Konnect Pro","1RAM"
"Micromax Canvas Selfie Lens Q345","1RAM"
"Micromax Bolt A069","2RAM"
"Micromax Canvas Fire A093","2RAM"
"Gionee Pioneer P3","2RAM"
"Karbonn K7 Selfie",
"Itel it2180",
"Panasonic Eluga Ray 810","4RAM"
"LG G8s ThinQ","6RAM"
"ZTE Blade V10","3RAM"
"Xiaomi Black Shark Skywalker","8RAM"
"Huawei P20 Plus","8RAM"
"Nubia Z18s","6RAM"
"Huawei Y3 2018","1RAM"
"Motorola E5 Play","2RAM"
"Meizu 15","4RAM"
"LG V60 ThinQ","6RAM"
"Meizu Zero","4RAM"
"Reach Champ i3",
"Spice Z101",
"Motorola X5","4RAM"
"Karbonn Kphone 7",
"Xiaomi Redmi 6 Plus","3RAM"
"HTC U11 Life","4RAM"
"Coolpad Note 5 Lite","3RAM"
"iKall K55",
"Asus ZenFone 5 Max","4RAM"
"Vertu Aster P","6RAM"
"Oppo Find 9","6RAM"
"Do Mate 1","2RAM"
"Itel it1516 Plus","1RAM"
"Zen Cinemax Infinity","1RAM"
"Panasonic Eluga I2 3GB RAM","3RAM"
"Oppo N1 Mini","2RAM"
"BlackBerry Curve 9380","2RAM"
"Doogee S80 Lite","4RAM"
"Inoyo i20",
"Black Bear B6 Note X","2RAM"
"Doogee BL12000","4RAM"
"Lephone W10","1RAM"
"Oppo Neo 5s","1RAM"
"Leagoo S8","3RAM"
"Yuho O2","2RAM"
"Centric L1","2RAM"
"Itel it1508 Plus","1RAM"
"HiTech Amaze S2","2RAM"
"iBall Andi 4P Class X","1RAM"
"Micromax Canvas A1 Android One","1RAM"
"Karbonn Aura Power","1RAM"
"Nokia Lumia 925","1RAM"
"Zen X65",
"Karbonn K49",
"Detel D30",
"Peace P1",
"Trio T4 Selfie",
"Coolpad Mega 2.5D","3RAM"
"Lava P7 Plus","1RAM"
"LYF Water 10","3RAM"
"Rocktel R6",
"Jivi JV N9003",
"Intex Lions T1 plus","2RAM"
"InFocus Hero Selfie C2","2RAM"
"Rocktel R7",
"Karbonn K9 Music 4G","1RAM"
"Honor Bee 4G","1RAM"
"Rocktel W13",
"LYF Water 11","3RAM"
"Panasonic Eluga Turbo","3RAM"
"Honor Holly 4","3RAM"
"Detel D1 Talkey",
"Adcom Aqua 101",
"Micromax Unite Canvas 4 Pro Q465","2RAM"
"Lava C11s",
"Karbonn K885 Metal",
"GreenBerry W1 Plus",
"Panasonic Eluga Arc","2RAM"
"Micromax Bolt A064","2RAM"
"MoreGmax 3G6","1RAM"
"Micromax X371",
"Zen Atom 103",
"Intex Aqua A4","1RAM"
"Coolpad Legacy","3RAM"
"Sharp Aquos R3","6RAM"
"Huawei Enjoy 9e","3RAM"
"Sharp Aquos R2 Compact","4RAM"
"Xiaomi Mi 8X","6RAM"
"Meizu Note 8","4RAM"
"Oppo R15 Neo","4RAM"
"BlackBerry Porsche Design P9982","2RAM"
"Nubia Red Magic 4","8RAM"
"Huawei Enjoy 9s","4RAM"
"Microsoft Lumia 1330","1RAM"
"Lenovo A5s","2RAM"
"Peace P3",
"Nubia N3","4RAM"
"Chilli K130 Spinner","2RAM"
"iKall K23",
"Micromax Bolt Q336","2RAM"
"Lenovo Z2 Plus 32GB","3RAM"
"Micromax Bolt Q327","1RAM"
"Sony W518a",
"Sony Xperia XZ Pro","6RAM"
"Sharp Aquos S3 Mini","6RAM"
"Motorola Z 2017","4RAM"
"Ulefone T1 Premium Edition","6RAM"
"Xiaomi Redmi A1","3RAM"
"Celkon Edge",
"Kechao K700",
"BlackBerry KEY2 Red Edition","6RAM"
"Karbonn K31",
"Yuho Y1","1RAM"
"Yxtel C9",
"HiTech Amaze S5","2RAM"
"Oppo R1 R829T","1RAM"
"Itel It5024",
"Nokia 2700 classic",
"Doogee S60 Lite","4RAM"
"Lava KKT 34S",
"Intex Tripple",
"Lephone W11","1RAM"
"Maze Alpha X","6RAM"
"Ulefone MIX","4RAM"
"Itel it5623",
"Allcall S1","2RAM"
"Micromax X920","2RAM"
"Xolo Era 3","1RAM"
"Huawei Y5 (2017)","2RAM"
"Nokia 3310",
"Nokia 5800 XpressMusic","8RAM"
"Huawei Mate 9 Pro (6GB/128GB)","6RAM"
"Reach Allure","1RAM"
"Zopo Speed 7","3RAM"
"Intex Aqua Star II 16GB","2RAM"
"Gionee CTRL V6L LTE","1RAM"
"Gionee Pioneer P4","1RAM"
"ZTE Blade V7 Max","3RAM"
"Aqua Maze J5",
"Comio C2","2RAM"
"Panasonic Eluga A3","3RAM"
"Lava Arc Blue",
"Micromax Canvas Mega E353","1RAM"
"Philips E105",
"SSKY S1000 NEO",
"Q-TEL Q7",
"Easyfone Marvel",
"Trio T4 Flash","2RAM"
"Spice Z211",
"Karbonn Yuva 2","2RAM"
"iKall K71",
"Gfive Alpha",
"Trio T4 Prime",
"Lava Prime",
"Panasonic Eluga Pulse X","3RAM"
"Samsung Galaxy Core Duos I8262","1RAM"
"Panasonic Eluga I3","2RAM"
"BlackBerry Curve 9220","2RAM"
"SSKY K7",
"Karbonn KX21",
"Easyfone Amico",
"Trio T3 Plus",
"Oppo R13","4RAM"
"Kara K17",
"Lenovo Vibe B","1RAM"
"LG K10 (2017)","2RAM"
"Micromax X908","0RAM"
"Yu Yunique Plus","2RAM"
"Lava X81","3RAM"
"Micromax Canvas Mega 2","1RAM"
"Swipe Elite Note","3RAM"
"Celkon C604",
"Intex Aqua 4G+","2RAM"
"Micromax Unite 3 Q372","1RAM"
"Micromax Canvas Power A96","2RAM"
"InFocus Vision 3 32GB","3RAM"
"Samsung Galaxy Grand Neo GT-I9060","1RAM"
"MU Phone M1",
"Karbonn K9 Smart Eco","1RAM"
"GreenBerry G212","6RAM"
"Intex Aqua A4+","1RAM"
"Karbonn K9 Smart Grand","1RAM"
"InFocus A1","1RAM"
"Intex Killer Plus",
"Lava X50 Plus","2RAM"
"Videocon V1388",
"Intex Aqua Trend","2RAM"
"Gionee Pioneer P6","1RAM"
"Intex Aqua i5 HD","1RAM"
"Xiaomi Mi Mix EVO","4RAM"
"LG K8 2018","2RAM"
"Karbonn k338n",
"Karbonn A1 Indian","1RAM"
"Gfive Z8",
"Jivi Xtreme 3X","1RAM"
"Lenovo K6 Enjoy","4RAM"
"Centric S1","4RAM"
"Intex Eco 210X",
"Vivo Y93s","4RAM"
"LG Q9","4RAM"
"LG G7 Fit","4RAM"
"Lenovo S5","3RAM"
"Inovu A7i",
"BlackBerry Ghost","6RAM"
"Trio T6 Star",
"Xiaomi Redmi Note 6A Prime","3RAM"
"Huawei P11","6RAM"
"Oppo A73","4RAM"
"LeEco Le Max 3","4RAM"
"Lenovo K320t","2RAM"
"Vivo X20 Plus","4RAM"
"Sony Xperia XZ1 Compact","4RAM"
"Itel it2163",
"Anee A1 Plus","3RAM"
"Black Bear C88 Karaoke",
"Itel it6130",
"Itel it2172",
"Yuho Vast Plus","4RAM"
"Samsung Metro E2202",
"Motorola New Moto X 32GB","2RAM"
"Spice F301","1RAM"
"Ui Phones Selfie 3",
"Xiaomi Mi MIX 256GB","6RAM"
"Huawei Ascend P8","3RAM"
"Tambo A1800","4RAM"
"Gionee M7 Plus","6RAM"
"Cat S41","3RAM"
"I-Smart IS-103",
"Zen Z12 Silk",
"LG U","2RAM"
"Huawei Nova Plus","3RAM"
"Jivi JV X84",
"LYF Earth 1","3RAM"
"Micromax A65 Smarty 4.3","2RAM"
"Edge E4",
"MU Phone M210",
"Jivi N3720 Power",
"Unifone J300 Turbo",
"Doogee S70 Lite","4RAM"
"Zen M72 New",
"Oppo Neo 5 Dual SIM","1RAM"
"Clout X425 Shavit","1RAM"
"Itel it5250",
"Asus Zenfone 2 ZE551ML (4GB RAM, 16GB, 1.8Ghz)","4RAM"
"Alcatel 5V","3RAM"
"Mtech V9","2RAM"
"Jivi N210",
"Samsung Galaxy A8 (2016)","3RAM"
"LG K4","1RAM"
"Intex Aqua Slice II","1RAM"
"Micromax X2420",
"Panasonic Eluga I4","2RAM"
"Detel D1 Sleek",
"Trio T3 Selfie",
"Rocktel R3",
"Oppo Find X","8RAM"
"Intex Staari 9","2RAM"
"Lenovo K6 Note","3RAM"
"Micromax X409","2RAM"
"Karbonn K49 Rock","4RAM"
"Lava Iris Atom 2X","1RAM"
"Gionee Elife S Plus","3RAM"
"Micromax CG666","8RAM"
"Gfive Pearl",
"Black Bear B5 Selfie",
"Adcom J1",
"Gfive Eco",
"Swipe Elite Pro","3RAM"
"Zen Z15",
"iKall K25",
"Intex Cloud Glory 4G","1RAM"
"Micromax Bolt Q324","2RAM"
"Oppo F1s","3RAM"
"HEEMAX H3",
"Micromax X084",
"Samsung Galaxy J6 Plus 64GB","4RAM"
"Zen Power 102",
"Reach Champ i",
"Micromax Canvas Knight Cameo A290","1RAM"
"Detel D1 Dezire",
"Micromax Canvas 5 Lite (Special Edition)","3RAM"
"Micromax X097",
"Xiaomi Redmi 5A 32GB","3RAM"
"Vivo V5 Plus","4RAM"
"Itel it2182",
"BlackBerry Curve 9360","2RAM"
"ZTE Axon 10 Pro 5G","6RAM"
"Alcatel 1X 2019","2RAM"
"ZTE Axon S","6RAM"
"Jivi Xtreme View Pro XT309 Plus","2RAM"
"Samsung Galaxy S10 Lite","6RAM"
"Google Pixel 3 Lite","4RAM"
"Coolpad Cool Play 7","4RAM"
"Kechao K35",
"Blaupunkt IN1505",
"Huawei Y7 2018","2RAM"
"LG V30S ThinQ","6RAM"
"Meizu 16 Plus","6RAM"
"Asus Zenfone 5 Lite 2018","3RAM"
"Lava A73","1RAM"
"Lava Spark One",
"LG X Power","2RAM"
"Micromax X610","2RAM"
"Apple iPhone Xc","2RAM"
"Xiaomi Mi 6S","6RAM"
"Xiaomi Mi Note 3 128GB","6RAM"
"Samsung Galaxy On7 Pro 2017","3RAM"
"Umidigi S2 Pro","6RAM"
"Umidigi C Note","3RAM"
"Meizu M6 32GB","3RAM"
"LG X4 Plus","2RAM"
"Samsung Galaxy S8 Lite","4RAM"
"Xiaomi Redmi Note 5A 32GB","3RAM"
"Xiaomi Redmi Note 5A 16GB","2RAM"
"Gionee S11S","6RAM"
"Meizu Pro 7 Plus","6RAM"
"STK Life Plus S","3RAM"
"Blackview BV5800 Pro","2RAM"
"Ulefone Be Touch 2","3RAM"
"Doogee N10","3RAM"
"Zen X101",
"Karbonn K1 Prime",
"LeEco Le 2s","6RAM"
"Karbonn K Selfie",
"Spice Z213",
"Xiaomi Mi Note 2 128GB","6RAM"
"Doogee S70","6RAM"
"Forme Mini 4",
"Kechao K103",
"Lephone W15","2RAM"
"Oppo 3000","1RAM"
"Tambo P1850",
"SSKY S9007 Rainbow",
"SmartNamo Saffron One","2RAM"
"ZTE Hawkeye","3RAM"
"Huawei Y6 Pro 2017","2RAM"
"Itel it5603",
"Itel it5320",
"Kenxinda P9","1RAM"
"LG G6 Plus","4RAM"
"Samsung Galaxy S5 Neo","2RAM"
"Ziox Z99",
"Blackview BV7000 Pro","4RAM"
"Mafe Shine M820","2RAM"
"Mtech Foto3","1RAM"
"Zen M72 Smart","1RAM"
"Itel iT5233",
"Mtech L21",
"Micromax X915",
"Zen Admire Metal","1RAM"
"Intex Jazz 2",
"Huawei P10","4RAM"
"Oppo A39","3RAM"
"Itel it5611",
"Asus Zenfone 3 Deluxe 256GB (ZS570KL)","6RAM"
"LeEco Le Max Pro","4RAM"
"ZTE Blade V7 Lite","2RAM"
"Micromax Canvas Pace 4G Q416","1RAM"
"Oppo R7 Lite","2RAM"
"iBall Andi Sprinter 4G","1RAM"
"Lava Iris Fuel F1","2RAM"
"BlackBerry Pearl 3G 9105",
"Oppo Mirror 5","2RAM"
"Karbonn Titanium Dazzle 2 S202","1RAM"
"Motorola Moto Turbo","3RAM"
"LG L60i","2RAM"
"LG G Pro 2 D838","3RAM"
"Micromax Canvas Blaze MT500","8RAM"
"BlackBerry Torch 9810","8RAM"
"Lava A1 Buzz",
"Xiaomi Mi MIX 128GB","4RAM"
"Ivvo Primo IV1806",
"Huawei Y6","2RAM"
"Vivo Xplay 3S","3RAM"
"Gfive Guru",
"Asus ZenFone 3 Zoom","4RAM"
"Gfive Z15",
"Huawei Nova","3RAM"
"LYF Water 9","2RAM"
"LYF Water 4","2RAM"
"Itel it5622",
"Sony Xperia E5 Dual Sim","5RAM"
"Intex Aqua Y2 Ultra","1RAM"
"Cat S31","2RAM"
"Micromax A177 Canvas Juice","1RAM"
"Swipe Elite Star (16GB)","1RAM"
"Intex Aqua Star 4G","1RAM"
"Lava ARC 22",
"Motorola Moto G4 Plus 32GB","3RAM"
"SSKY S6i Cloud",
"Intex Eco Selfie 2",
"Trio T6XL",
"Black Bear C88",
"Asus Zenfone 2 Laser ZE500KL 8GB","2RAM"
"Karbonn K105 S",
"Viva V1",
"Micromax Canvas Infinity Life","2RAM"
"Intex Eco 106+",
"Kult Gladiator","3RAM"
"Lava A76 Plus","1RAM"
"InFocus Bingo 20","1RAM"
"Micromax Canvas Hue 2 A316","2RAM"
"Oppo F3 Plus","4RAM"
"Micromax X415",
"Karbonn K310n",
"Gfive Z13",
"Forme Cute C1",
"Zen X91",
"Xiaomi Redmi 6 Pro (4GB/32GB)","4RAM"
"Jivi T201",
"InFocus Bingo 50","3RAM"
"InFocus F135","6RAM"
"InFocus M535","2RAM"
"Micromax Canvas Play 4G Q469","2RAM"
"Micromax Canvas Win W121","1RAM"
"Micromax A94 Canvas Mad","2RAM"
"Panasonic Eluga A3 Pro","3RAM"
"Micromax Bolt Selfie Q424","1RAM"
"MU Phone M390",
"Vivo S1 Pro","6RAM"
"Oppo A1","4RAM"
"Chilli C08",
"Zopo Color X 5.5","3RAM"
"Karbonn K9 Viraat 4G","1RAM"
"Lava Spark Icon X",
"Lava KKT Prime 2",
"Lava A67","2RAM"
"Zen Admire SXY","1RAM"
"Lava Iris Atom 3","2RAM"
"Panasonic Eluga I2","1RAM"
"Micromax Canvas Fire 3 A096","1RAM"
"Micromax Bolt Q335","2RAM"
"Micromax X088","2RAM"
"Videocon Krypton V50DA","1RAM"
"Karbonn K24 Music",
"Black Bear D101 Handy",
"Trio T4 XL Selfie",
"Gfive Classic",
"Panasonic P77 (16GB)","1RAM"
"Mtech G10",
"Karbonn Machone Titanium S310","1RAM"
"Google Pixel 2 128GB","4RAM"
"Black Bear D102",
"Intex Eco i11",
"Itel it7100",
"Jivi Energy 3","2RAM"
"Coolpad Note 5 Lite C","2RAM"
"Gfive Z9",
"Jivi N3000 Boombox",
"Intex Turbo S3 Plus",
"Zen Ultrafone 303 Elite 2","2RAM"
"Lava X50","2RAM"
"Intex Eco 210",
"Micromax Canvas Juice 4","1RAM"
"InFocus M680","2RAM"
"Forme M660",
"Micromax Bolt D303","2RAM"
"Lava Arc Lite Plus",
"Karbonn Smart A92","6RAM"
"HTC Desire 516","1RAM"
"Micromax Canvas 2.2 A114","1RAM"
"Micromax Bolt A61","6RAM"
"Motorola Moto G5","3RAM"
"Itel it5606",
"Aqua Fusion Star",
"InFocus F120","2RAM"
"Meizu 16s Plus","6RAM"
"LG G8X ThinQ","6RAM"
"Xiaomi Mi Mix Nano","4RAM"
"Umidigi X","4RAM"
"ZTE Blade A5 2019","2RAM"
"LG G8","4RAM"
"Meizu 16s","6RAM"
"Honor 10 Youth Edition","4RAM"
"LG Stylo 4","2RAM"
"LG X2","2RAM"
"Samsung Galaxy Wide 3","2RAM"
"LG K10 Plus","3RAM"
"Essential PH-1","4RAM"
"Vertu Wind Van Gogh 2100",
"Honor V9 Mini","4RAM"
"Xiaomi Mi 6C","6RAM"
"Xiaomi Redmi 4X 32GB","3RAM"
"Gionee F109","3RAM"
"Samsung Galaxy Fame Duos S6812","2RAM"
"Honor V9 Play","4RAM"
"Meizu X2","3RAM"
"Samsung Galaxy J3 Emerge","5RAM"
"Meizu E3","6RAM"
"Nubia Z17","8RAM"
"LG X Power2","2RAM"
"LYF Flame 3","2RAM"
"Mafe M8","1RAM"
"Mtech Disco",
"Jivi N300 New",
"Blackview BV9600 Pro","6RAM"
"Leagoo M8","2RAM"
"MU Phone M100",
"Ulefone Armor 3T","4RAM"
"Turing Monolith Chaconne","8RAM"
"Zen Admire Blaze","2RAM"
"Tambo A1806",
"Alcatel 3 2019","3RAM"
"Kechao K123",
"Kechao K116 Plus",
"Do M31",
"Intex Eco 105 Plus",
"Intex Eco 107 Plus",
"VOTO V11","2RAM"
"VOTO V3","2RAM"
"Tambo A1805",
"Samsung Galaxy C7 2017","4RAM"
"Samsung Galaxy J5 16GB","5RAM"
"Mtech G33",
"Mtech Sathi",
"Leagoo M5","2RAM"
"Innjoo Note Pro","2RAM"
"Nokia Pixel","1RAM"
"Lephone K7",
"mPhone 6","3RAM"
"Maxking M5",
"Easyfone Star",
"Ulefone Armor 2","6RAM"
"Umidigi A1 Pro","3RAM"
"Tork T19 Shine",
"HTC Desire 526","5RAM"
"Huawei Y3 2017","1RAM"
"Honor Note 9","6RAM"
"Huawei G10","4RAM"
"Itel it5616",
"Karbonn Aura Champ","1RAM"
"Nubia Z17 miniS","6RAM"
"Meizu 6T","3RAM"
"Samsung Galaxy C9","6RAM"
"Sony Xperia Z6","4RAM"
"Videocon Metal Pro 1","1RAM"
"Vivo X21i","6RAM"
"Yxtel W666",
"Blu Vivo 5","3RAM"
"Alcatel 1","1RAM"
"Ziox Astra Star 4G","1RAM"
"Mtech L15",
"Meizu 15 Plus","4RAM"
"Intex Turbo i7",
"Ziox Z11",
"Centric A1","3RAM"
"Gionee F6","3RAM"
"Ziox Duopix F1","2RAM"
"Intex Aqua Lions T1","1RAM"
"Mtech Ace Pro 4G","2RAM"
"Asus Zenfone 5 (8GB) (A501CG)","2RAM"
"Jivi Grand 3000","2RAM"
"Zen Admire Glory","2RAM"
"Ziox Astra Champ 4G","2RAM"
"Zen Admire Sense","1RAM"
"Huawei Y7","2RAM"
"Champion X3 SULTAN",
"Itel it1409","2RAM"
"Ziox S337 Plus",
"Swipe Elite Star","1RAM"
"Vivo X9 (128GB)","4RAM"
"OKWU Pi","1RAM"
"Itel it5311",
"Sony Xperia X Compact","3RAM"
"HiTech Air A9","2RAM"
"LYF Water 6","2RAM"
"Lenovo Vibe C2","1RAM"
"Intex Aqua 3G Pro Q","2RAM"
"Oppo A59","3RAM"
"Micromax X615",
"Acer Liquid Zest Plus","2RAM"
"HTC Desire 530","5RAM"
"Micromax X345",
"Karbonn Platinum P9","1RAM"
"LG Spirit Y70 H-422","1RAM"
"Gionee GPad G5","1RAM"
"Spice Stellar Mi-445","2RAM"
"Nokia Asha 502","4RAM"
"LG Optimus L4 II Dual E445","2RAM"
"Nokia C2-00","4RAM"
"HEEMAX H5",
"Gfive A98","2RAM"
"Aqua Neo Pro",
"iKall K130",
"Intex Cloud C1","1RAM"
"InFocus F130",
"Intex Cloud Q11 4G","1RAM"
"Karbonn K490",
"Samsung Galaxy S6 Edge","3RAM"
"Samsung Galaxy Grand 2","5RAM"
"Bloom Jewel",
"Karbonn K9 Smart Yuva","1RAM"
"GreenBerry M1",
"Nokia X6","8RAM"
"Fox 24 Karat",
"InFocus Bingo 10","1RAM"
"Samsung Galaxy A5 (2016)","2RAM"
"HEEMAX H2",
"Lenovo P780 Smartphone","1RAM"
"Black Bear C99 Marathon",
"Lava Arc One Plus",
"Intex Aqua S1","1RAM"
"Rocktel R2",
"Zen Power 101 X60",
"iKall K19",
"Forme N2",
"Karbonn Titanium Dazzle S201","1RAM"
"Oppo F9 (6GB/128GB)","6RAM"
"Xiaomi Redmi S3","3RAM"
"Vivo V1","2RAM"
"Ivvo Selfee IVBFLY",
"Bloom Sporty",
"Blaupunkt IN1503",
"Black Bear B5",
"Forme N8",
"Aqua Mist",
"Zen M86",
"Philips E103",
"InFocus M370i","2RAM"
"Micromax Canvas Juice 3","2RAM"
"Apple iPhone X Plus","4RAM"
"Do M10","2RAM"
"SSKY K7i",
"Lava Iris X1 Selfie","1RAM"
"Black Bear Muse",
"Black Bear B5 Volcano",
"Reach Champ I5",
"iKall K301",
"Tecno Phantom 6 Plus","4RAM"
"Google Pixel","4RAM"
"Panasonic Eluga I2 2GB RAM","2RAM"
"Intex Aqua Lions 3G","1RAM"
"LG G5","4RAM"
"Intex Aqua 3G Strong","6RAM"
"Motorola One Zoom","4RAM"
"Elephone U","4RAM"
"Centric L4","2RAM"
"Meizu M9 Note","3RAM"
"Celkon CliQ 2","3RAM"
"Swipe Elite Dual","1RAM"
"LG X2 2019","2RAM"
"Nubia Red Magic 3S","2RAM"
"Leagoo M13","4RAM"
"HOMTOM Zoji Z33","3RAM"
"Meizu Note 9 Lite","3RAM"
"Archos Diamond","4RAM"
"LG K12 Plus","3RAM"
"Kechao K111",
"Jivi Xtreme View XT309","1RAM"
"Alcatel 1C 2019","1RAM"
"Honor 8A Pro","3RAM"
"ZTE Blade A7 Vita","3RAM"
"Motorola C2","1RAM"
"Meizu X8","4RAM"
"Reliance Lava EG841","1RAM"
"Lava Z91E","3RAM"
"Lenovo K5","3RAM"
"LG Q8 2018","4RAM"
"BlackBerry Bold 9000","8RAM"
"Alcatel 3L","2RAM"
"Tashan TS-861","1RAM"
"Samsung Galaxy A5","2RAM"
"Blackview BV9600","4RAM"
"Zen Admire Swadesh Plus","1RAM"
"Xiaomi Mi5 (128GB)","4RAM"
"Elephone A5","4RAM"
"Unifone Banana",
"I-Smart IS-206 Beats",
"Black Bear A1 Mini",
"SSKY KK7 Pro",
"Elephone Max","4RAM"
"Ziox Starz Edge",
"Forme D10",
"Forme A3",
"Leagoo M9 Pro","2RAM"
"Gome C7 Note 32GB","3RAM"
"Unifone M509 Curve",
"Inovu A1S Plus",
"ZTE Blade A910","3RAM"
"Lenovo Zuk Edge II","6RAM"
"Coolpad 3632","1RAM"
"OTHO T3","1RAM"
"Jivi Xtreme Klick XT84","1RAM"
"Turing Cadenza","2RAM"
"Xiaomi Redmi S1","2RAM"
"Oppo 5X","6RAM"
"Apple iPhone 8s","3RAM"
"Itel it5231n",
"Zen Cinemax Prime","1RAM"
"TVC Nuclear SX 5i","2RAM"
"Lava A93","2RAM"
"Intex A9",
"HTC Desire 728 32GB","3RAM"
"Intex Lions 6","1RAM"
"Doogee S55","4RAM"
"Doogee Mix 2","6RAM"
"Doogee BL5000","4RAM"
"Gamma M4",
"Innjoo V1","3RAM"
"Innjoo Fire 2 LTE","1RAM"
"iKall K33 New",
"Kechao K80",
"Kechao K70",
"Oukitel K10000 Pro","3RAM"
"Reliance Lava EG932","1RAM"
"M-Horse S8","1RAM"
"MU Phone M260",
"Mach J10",
